frame,cell_label,split,crop_path,modern_budding
34,18,train,non_budding/frame34_cell18.tif,False
62,1,train,non_budding/frame62_cell1.tif,False
62,2,train,non_budding/frame62_cell2.tif,False
62,3,train,non_budding/frame62_cell3.tif,False
62,4,train,budding/frame62_cell4.tif,True
62,5,train,non_budding/frame62_cell5.tif,False
62,6,train,budding/frame62_cell6.tif,True
62,7,train,non_budding/frame62_cell7.tif,False
62,8,train,budding/frame62_cell8.tif,True
62,9,train,budding/frame62_cell9.tif,True
62,10,train,budding/frame62_cell10.tif,True
62,11,train,budding/frame62_cell11.tif,True
18,1,train,non_budding/frame18_cell1.tif,False
18,2,train,non_budding/frame18_cell2.tif,False
18,3,train,non_budding/frame18_cell3.tif,False
18,4,train,non_budding/frame18_cell4.tif,False
18,6,train,non_budding/frame18_cell6.tif,False
97,2,train,budding/frame97_cell2.tif,True
97,4,train,non_budding/frame97_cell4.tif,False
97,5,train,non_budding/frame97_cell5.tif,False
97,6,train,non_budding/frame97_cell6.tif,False
97,8,train,budding/frame97_cell8.tif,True
97,10,train,budding/frame97_cell10.tif,True
97,12,train,non_budding/frame97_cell12.tif,False
97,14,train,budding/frame97_cell14.tif,True
97,15,train,non_budding/frame97_cell15.tif,False
97,16,train,non_budding/frame97_cell16.tif,False
97,17,train,non_budding/frame97_cell17.tif,False
97,18,train,budding/frame97_cell18.tif,True
97,19,train,budding/frame97_cell19.tif,True
97,20,train,budding/frame97_cell20.tif,True
97,21,train,budding/frame97_cell21.tif,True
97,22,train,non_budding/frame97_cell22.tif,False
11,1,train,budding/frame11_cell1.tif,True
11,3,train,budding/frame11_cell3.tif,True
11,5,train,non_budding/frame11_cell5.tif,False
11,6,train,budding/frame11_cell6.tif,True
11,8,train,budding/frame11_cell8.tif,True
54,2,train,budding/frame54_cell2.tif,True
54,3,train,non_budding/frame54_cell3.tif,False
54,4,train,budding/frame54_cell4.tif,True
54,5,train,non_budding/frame54_cell5.tif,False
54,6,train,budding/frame54_cell6.tif,True
54,7,train,non_budding/frame54_cell7.tif,False
54,8,train,non_budding/frame54_cell8.tif,False
54,9,train,non_budding/frame54_cell9.tif,False
54,10,train,non_budding/frame54_cell10.tif,False
54,11,train,budding/frame54_cell11.tif,True
91,2,train,budding/frame91_cell2.tif,True
91,3,train,non_budding/frame91_cell3.tif,False
91,5,train,budding/frame91_cell5.tif,True
91,6,train,budding/frame91_cell6.tif,True
91,7,train,non_budding/frame91_cell7.tif,False
91,8,train,non_budding/frame91_cell8.tif,False
91,9,train,non_budding/frame91_cell9.tif,False
91,10,train,non_budding/frame91_cell10.tif,False
91,11,train,budding/frame91_cell11.tif,True
91,12,train,non_budding/frame91_cell12.tif,False
91,13,train,budding/frame91_cell13.tif,True
91,15,train,budding/frame91_cell15.tif,True
91,16,train,budding/frame91_cell16.tif,True
91,17,train,budding/frame91_cell17.tif,True
12,1,train,budding/frame12_cell1.tif,True
12,2,train,budding/frame12_cell2.tif,True
12,3,train,non_budding/frame12_cell3.tif,False
12,4,train,budding/frame12_cell4.tif,True
12,5,train,budding/frame12_cell5.tif,True
12,6,train,budding/frame12_cell6.tif,True
12,7,train,non_budding/frame12_cell7.tif,False
12,8,train,non_budding/frame12_cell8.tif,False
12,9,train,non_budding/frame12_cell9.tif,False
12,10,train,non_budding/frame12_cell10.tif,False
12,11,train,budding/frame12_cell11.tif,True
12,12,train,budding/frame12_cell12.tif,True
12,13,train,non_budding/frame12_cell13.tif,False
12,14,train,non_budding/frame12_cell14.tif,False
61,1,train,non_budding/frame61_cell1.tif,False
61,2,train,budding/frame61_cell2.tif,True
61,3,train,budding/frame61_cell3.tif,True
61,4,train,non_budding/frame61_cell4.tif,False
61,5,train,budding/frame61_cell5.tif,True
61,6,train,non_budding/frame61_cell6.tif,False
61,7,train,budding/frame61_cell7.tif,True
61,8,train,non_budding/frame61_cell8.tif,False
61,9,train,non_budding/frame61_cell9.tif,False
61,11,train,budding/frame61_cell11.tif,True
61,12,train,budding/frame61_cell12.tif,True
61,14,train,non_budding/frame61_cell14.tif,False
38,2,train,non_budding/frame38_cell2.tif,False
38,3,train,budding/frame38_cell3.tif,True
38,4,train,non_budding/frame38_cell4.tif,False
38,5,train,budding/frame38_cell5.tif,True
38,7,train,non_budding/frame38_cell7.tif,False
38,8,train,non_budding/frame38_cell8.tif,False
38,9,train,non_budding/frame38_cell9.tif,False
38,10,train,non_budding/frame38_cell10.tif,False
38,13,train,non_budding/frame38_cell13.tif,False
38,15,train,non_budding/frame38_cell15.tif,False
38,17,train,non_budding/frame38_cell17.tif,False
38,18,train,non_budding/frame38_cell18.tif,False
38,19,train,non_budding/frame38_cell19.tif,False
38,20,train,non_budding/frame38_cell20.tif,False
4,2,train,non_budding/frame4_cell2.tif,False
4,3,train,non_budding/frame4_cell3.tif,False
4,4,train,non_budding/frame4_cell4.tif,False
4,5,train,non_budding/frame4_cell5.tif,False
4,6,train,budding/frame4_cell6.tif,True
4,7,train,budding/frame4_cell7.tif,True
4,8,train,budding/frame4_cell8.tif,True
4,10,train,budding/frame4_cell10.tif,True
4,11,train,budding/frame4_cell11.tif,True
4,13,train,non_budding/frame4_cell13.tif,False
4,14,train,non_budding/frame4_cell14.tif,False
4,15,train,budding/frame4_cell15.tif,True
4,16,train,non_budding/frame4_cell16.tif,False
4,18,train,budding/frame4_cell18.tif,True
4,19,train,budding/frame4_cell19.tif,True
4,20,train,non_budding/frame4_cell20.tif,False
4,22,train,budding/frame4_cell22.tif,True
4,24,train,non_budding/frame4_cell24.tif,False
4,25,train,non_budding/frame4_cell25.tif,False
100,1,train,budding/frame100_cell1.tif,True
100,3,train,non_budding/frame100_cell3.tif,False
100,5,train,non_budding/frame100_cell5.tif,False
100,6,train,non_budding/frame100_cell6.tif,False
100,7,train,non_budding/frame100_cell7.tif,False
100,8,train,budding/frame100_cell8.tif,True
100,9,train,non_budding/frame100_cell9.tif,False
100,11,train,non_budding/frame100_cell11.tif,False
100,12,train,budding/frame100_cell12.tif,True
100,13,train,budding/frame100_cell13.tif,True
100,14,train,budding/frame100_cell14.tif,True
100,15,train,non_budding/frame100_cell15.tif,False
100,16,train,non_budding/frame100_cell16.tif,False
100,17,train,non_budding/frame100_cell17.tif,False
25,1,train,budding/frame25_cell1.tif,True
25,2,train,budding/frame25_cell2.tif,True
25,3,train,non_budding/frame25_cell3.tif,False
25,4,train,budding/frame25_cell4.tif,True
25,6,train,non_budding/frame25_cell6.tif,False
25,7,train,non_budding/frame25_cell7.tif,False
25,8,train,non_budding/frame25_cell8.tif,False
25,9,train,non_budding/frame25_cell9.tif,False
25,11,train,non_budding/frame25_cell11.tif,False
25,12,train,non_budding/frame25_cell12.tif,False
24,2,train,non_budding/frame24_cell2.tif,False
24,5,train,non_budding/frame24_cell5.tif,False
24,7,train,budding/frame24_cell7.tif,True
24,8,train,non_budding/frame24_cell8.tif,False
24,9,train,budding/frame24_cell9.tif,True
24,11,train,non_budding/frame24_cell11.tif,False
35,1,train,non_budding/frame35_cell1.tif,False
35,2,train,non_budding/frame35_cell2.tif,False
35,3,train,budding/frame35_cell3.tif,True
35,4,train,non_budding/frame35_cell4.tif,False
35,6,train,non_budding/frame35_cell6.tif,False
35,7,train,non_budding/frame35_cell7.tif,False
35,8,train,non_budding/frame35_cell8.tif,False
35,9,train,non_budding/frame35_cell9.tif,False
35,10,train,non_budding/frame35_cell10.tif,False
35,11,train,budding/frame35_cell11.tif,True
35,12,train,non_budding/frame35_cell12.tif,False
35,13,train,budding/frame35_cell13.tif,True
35,14,train,non_budding/frame35_cell14.tif,False
35,15,train,budding/frame35_cell15.tif,True
35,16,train,non_budding/frame35_cell16.tif,False
35,17,train,non_budding/frame35_cell17.tif,False
35,18,train,budding/frame35_cell18.tif,True
65,2,train,non_budding/frame65_cell2.tif,False
65,3,train,budding/frame65_cell3.tif,True
65,4,train,non_budding/frame65_cell4.tif,False
65,5,train,budding/frame65_cell5.tif,True
65,6,train,budding/frame65_cell6.tif,True
65,7,train,non_budding/frame65_cell7.tif,False
65,8,train,non_budding/frame65_cell8.tif,False
65,9,train,budding/frame65_cell9.tif,True
65,10,train,budding/frame65_cell10.tif,True
65,12,train,non_budding/frame65_cell12.tif,False
65,13,train,budding/frame65_cell13.tif,True
65,14,train,budding/frame65_cell14.tif,True
65,15,train,non_budding/frame65_cell15.tif,False
65,16,train,non_budding/frame65_cell16.tif,False
50,1,train,budding/frame50_cell1.tif,True
50,2,train,non_budding/frame50_cell2.tif,False
50,3,train,non_budding/frame50_cell3.tif,False
50,4,train,non_budding/frame50_cell4.tif,False
50,6,train,non_budding/frame50_cell6.tif,False
50,7,train,non_budding/frame50_cell7.tif,False
50,8,train,budding/frame50_cell8.tif,True
50,9,train,budding/frame50_cell9.tif,True
17,4,train,non_budding/frame17_cell4.tif,False
17,5,train,non_budding/frame17_cell5.tif,False
17,6,train,non_budding/frame17_cell6.tif,False
17,8,train,non_budding/frame17_cell8.tif,False
17,9,train,non_budding/frame17_cell9.tif,False
17,10,train,non_budding/frame17_cell10.tif,False
17,11,train,non_budding/frame17_cell11.tif,False
17,12,train,budding/frame17_cell12.tif,True
17,13,train,non_budding/frame17_cell13.tif,False
17,14,train,non_budding/frame17_cell14.tif,False
17,15,train,non_budding/frame17_cell15.tif,False
17,16,train,budding/frame17_cell16.tif,True
17,17,train,non_budding/frame17_cell17.tif,False
17,18,train,budding/frame17_cell18.tif,True
89,1,train,non_budding/frame89_cell1.tif,False
89,2,train,budding/frame89_cell2.tif,True
89,3,train,budding/frame89_cell3.tif,True
89,4,train,non_budding/frame89_cell4.tif,False
89,5,train,non_budding/frame89_cell5.tif,False
89,6,train,budding/frame89_cell6.tif,True
89,7,train,non_budding/frame89_cell7.tif,False
89,8,train,non_budding/frame89_cell8.tif,False
89,9,train,non_budding/frame89_cell9.tif,False
89,10,train,budding/frame89_cell10.tif,True
89,11,train,budding/frame89_cell11.tif,True
89,13,train,non_budding/frame89_cell13.tif,False
89,14,train,non_budding/frame89_cell14.tif,False
89,15,train,non_budding/frame89_cell15.tif,False
89,16,train,non_budding/frame89_cell16.tif,False
89,17,train,budding/frame89_cell17.tif,True
94,1,train,non_budding/frame94_cell1.tif,False
94,2,train,budding/frame94_cell2.tif,True
94,4,train,budding/frame94_cell4.tif,True
94,5,train,budding/frame94_cell5.tif,True
94,8,train,budding/frame94_cell8.tif,True
94,9,train,budding/frame94_cell9.tif,True
21,1,val,non_budding/frame21_cell1.tif,False
21,2,val,budding/frame21_cell2.tif,True
21,3,val,budding/frame21_cell3.tif,True
21,4,val,non_budding/frame21_cell4.tif,False
21,6,val,non_budding/frame21_cell6.tif,False
21,7,val,budding/frame21_cell7.tif,True
21,8,val,budding/frame21_cell8.tif,True
92,1,val,non_budding/frame92_cell1.tif,False
92,2,val,non_budding/frame92_cell2.tif,False
92,4,val,non_budding/frame92_cell4.tif,False
92,6,val,non_budding/frame92_cell6.tif,False
92,7,val,budding/frame92_cell7.tif,True
92,9,val,budding/frame92_cell9.tif,True
92,10,val,budding/frame92_cell10.tif,True
92,11,val,non_budding/frame92_cell11.tif,False
92,12,val,non_budding/frame92_cell12.tif,False
92,13,val,non_budding/frame92_cell13.tif,False
92,14,val,budding/frame92_cell14.tif,True
92,15,val,budding/frame92_cell15.tif,True
92,16,val,non_budding/frame92_cell16.tif,False
92,17,val,non_budding/frame92_cell17.tif,False
92,18,val,non_budding/frame92_cell18.tif,False
20,2,val,non_budding/frame20_cell2.tif,False
20,3,val,non_budding/frame20_cell3.tif,False
20,4,val,non_budding/frame20_cell4.tif,False
20,5,val,non_budding/frame20_cell5.tif,False
20,6,val,non_budding/frame20_cell6.tif,False
20,7,val,non_budding/frame20_cell7.tif,False
20,8,val,budding/frame20_cell8.tif,True
20,9,val,non_budding/frame20_cell9.tif,False
20,10,val,budding/frame20_cell10.tif,True
20,11,val,budding/frame20_cell11.tif,True
20,12,val,budding/frame20_cell12.tif,True
20,13,val,non_budding/frame20_cell13.tif,False
20,14,val,budding/frame20_cell14.tif,True
49,1,val,budding/frame49_cell1.tif,True
49,2,val,budding/frame49_cell2.tif,True
49,3,val,budding/frame49_cell3.tif,True
49,4,val,non_budding/frame49_cell4.tif,False
49,5,val,non_budding/frame49_cell5.tif,False
49,6,val,non_budding/frame49_cell6.tif,False
49,7,val,non_budding/frame49_cell7.tif,False
16,3,val,non_budding/frame16_cell3.tif,False
16,4,val,non_budding/frame16_cell4.tif,False
16,6,val,budding/frame16_cell6.tif,True
16,7,val,budding/frame16_cell7.tif,True
16,8,val,budding/frame16_cell8.tif,True
16,9,val,budding/frame16_cell9.tif,True
14,1,val,non_budding/frame14_cell1.tif,False
14,2,val,non_budding/frame14_cell2.tif,False
14,3,val,budding/frame14_cell3.tif,True
14,4,val,non_budding/frame14_cell4.tif,False
14,5,val,non_budding/frame14_cell5.tif,False
14,6,val,budding/frame14_cell6.tif,True
14,7,val,budding/frame14_cell7.tif,True
14,8,val,budding/frame14_cell8.tif,True
14,10,val,non_budding/frame14_cell10.tif,False
14,11,val,budding/frame14_cell11.tif,True
14,15,val,budding/frame14_cell15.tif,True
14,16,val,non_budding/frame14_cell16.tif,False
8,3,val,budding/frame8_cell3.tif,True
8,4,val,non_budding/frame8_cell4.tif,False
8,5,val,budding/frame8_cell5.tif,True
8,6,val,non_budding/frame8_cell6.tif,False
8,7,val,non_budding/frame8_cell7.tif,False
8,8,val,budding/frame8_cell8.tif,True
8,9,val,non_budding/frame8_cell9.tif,False
8,10,val,non_budding/frame8_cell10.tif,False
8,11,val,non_budding/frame8_cell11.tif,False
8,12,val,budding/frame8_cell12.tif,True
8,13,val,non_budding/frame8_cell13.tif,False
8,14,val,budding/frame8_cell14.tif,True
8,16,val,non_budding/frame8_cell16.tif,False
8,17,val,budding/frame8_cell17.tif,True
23,1,val,non_budding/frame23_cell1.tif,False
23,2,val,non_budding/frame23_cell2.tif,False
23,3,val,non_budding/frame23_cell3.tif,False
23,4,val,non_budding/frame23_cell4.tif,False
23,5,val,non_budding/frame23_cell5.tif,False
23,6,val,non_budding/frame23_cell6.tif,False
23,7,val,non_budding/frame23_cell7.tif,False
23,8,val,non_budding/frame23_cell8.tif,False
23,9,val,non_budding/frame23_cell9.tif,False
23,10,val,non_budding/frame23_cell10.tif,False
23,11,val,non_budding/frame23_cell11.tif,False
23,12,val,non_budding/frame23_cell12.tif,False
23,13,val,non_budding/frame23_cell13.tif,False
23,14,val,non_budding/frame23_cell14.tif,False
51,1,val,non_budding/frame51_cell1.tif,False
51,2,val,non_budding/frame51_cell2.tif,False
51,3,val,non_budding/frame51_cell3.tif,False
51,4,val,non_budding/frame51_cell4.tif,False
51,5,val,budding/frame51_cell5.tif,True
51,6,val,budding/frame51_cell6.tif,True
51,7,val,budding/frame51_cell7.tif,True
51,8,val,non_budding/frame51_cell8.tif,False
51,9,val,budding/frame51_cell9.tif,True
51,10,val,budding/frame51_cell10.tif,True
85,1,val,budding/frame85_cell1.tif,True
85,2,val,non_budding/frame85_cell2.tif,False
85,3,val,non_budding/frame85_cell3.tif,False
85,5,val,budding/frame85_cell5.tif,True
85,6,val,non_budding/frame85_cell6.tif,False
85,7,val,non_budding/frame85_cell7.tif,False
85,8,val,budding/frame85_cell8.tif,True
85,9,val,non_budding/frame85_cell9.tif,False
85,10,val,non_budding/frame85_cell10.tif,False
85,11,val,budding/frame85_cell11.tif,True
85,12,val,budding/frame85_cell12.tif,True
71,1,val,budding/frame71_cell1.tif,True
71,3,val,non_budding/frame71_cell3.tif,False
71,4,val,budding/frame71_cell4.tif,True
71,5,val,non_budding/frame71_cell5.tif,False
71,6,val,non_budding/frame71_cell6.tif,False
71,7,val,non_budding/frame71_cell7.tif,False
71,9,val,budding/frame71_cell9.tif,True
71,10,val,non_budding/frame71_cell10.tif,False
71,11,val,non_budding/frame71_cell11.tif,False
71,12,val,non_budding/frame71_cell12.tif,False
71,14,val,budding/frame71_cell14.tif,True
80,1,val,non_budding/frame80_cell1.tif,False
80,2,val,budding/frame80_cell2.tif,True
80,3,val,non_budding/frame80_cell3.tif,False
80,4,val,non_budding/frame80_cell4.tif,False
80,5,val,non_budding/frame80_cell5.tif,False
80,6,val,budding/frame80_cell6.tif,True
80,7,val,budding/frame80_cell7.tif,True
80,8,val,non_budding/frame80_cell8.tif,False
80,9,val,non_budding/frame80_cell9.tif,False
80,10,val,non_budding/frame80_cell10.tif,False
80,11,val,budding/frame80_cell11.tif,True
80,12,val,non_budding/frame80_cell12.tif,False
95,2,val,non_budding/frame95_cell2.tif,False
95,4,val,budding/frame95_cell4.tif,True
95,5,val,non_budding/frame95_cell5.tif,False
95,6,val,non_budding/frame95_cell6.tif,False
95,7,val,non_budding/frame95_cell7.tif,False
95,8,val,non_budding/frame95_cell8.tif,False
95,9,val,budding/frame95_cell9.tif,True
95,10,val,non_budding/frame95_cell10.tif,False
95,11,val,budding/frame95_cell11.tif,True
95,12,val,budding/frame95_cell12.tif,True
95,14,val,budding/frame95_cell14.tif,True
95,16,val,non_budding/frame95_cell16.tif,False
74,1,val,non_budding/frame74_cell1.tif,False
74,2,val,budding/frame74_cell2.tif,True
74,3,val,non_budding/frame74_cell3.tif,False
74,4,val,non_budding/frame74_cell4.tif,False
74,5,val,budding/frame74_cell5.tif,True
74,7,val,budding/frame74_cell7.tif,True
74,8,val,non_budding/frame74_cell8.tif,False
74,9,val,non_budding/frame74_cell9.tif,False
74,10,val,budding/frame74_cell10.tif,True
74,11,val,budding/frame74_cell11.tif,True
74,12,val,non_budding/frame74_cell12.tif,False
74,13,val,non_budding/frame74_cell13.tif,False
74,14,val,non_budding/frame74_cell14.tif,False
74,15,val,budding/frame74_cell15.tif,True
56,1,val,non_budding/frame56_cell1.tif,False
56,2,val,non_budding/frame56_cell2.tif,False
56,3,val,budding/frame56_cell3.tif,True
56,4,val,non_budding/frame56_cell4.tif,False
56,5,val,budding/frame56_cell5.tif,True
56,6,val,budding/frame56_cell6.tif,True
56,7,val,non_budding/frame56_cell7.tif,False
56,8,val,non_budding/frame56_cell8.tif,False
66,1,test,budding/frame66_cell1.tif,True
66,2,test,budding/frame66_cell2.tif,True
66,3,test,non_budding/frame66_cell3.tif,False
66,5,test,budding/frame66_cell5.tif,True
66,6,test,non_budding/frame66_cell6.tif,False
66,7,test,non_budding/frame66_cell7.tif,False
66,8,test,non_budding/frame66_cell8.tif,False
66,9,test,budding/frame66_cell9.tif,True
66,11,test,non_budding/frame66_cell11.tif,False
66,12,test,budding/frame66_cell12.tif,True
66,13,test,budding/frame66_cell13.tif,True
3,4,test,non_budding/frame3_cell4.tif,False
3,7,test,non_budding/frame3_cell7.tif,False
3,8,test,non_budding/frame3_cell8.tif,False
3,9,test,non_budding/frame3_cell9.tif,False
3,10,test,non_budding/frame3_cell10.tif,False
3,11,test,non_budding/frame3_cell11.tif,False
3,13,test,non_budding/frame3_cell13.tif,False
3,14,test,non_budding/frame3_cell14.tif,False
3,15,test,non_budding/frame3_cell15.tif,False
3,16,test,budding/frame3_cell16.tif,True
3,17,test,non_budding/frame3_cell17.tif,False
3,18,test,budding/frame3_cell18.tif,True
3,19,test,non_budding/frame3_cell19.tif,False
3,20,test,non_budding/frame3_cell20.tif,False
3,23,test,budding/frame3_cell23.tif,True
3,24,test,non_budding/frame3_cell24.tif,False
78,1,test,non_budding/frame78_cell1.tif,False
78,2,test,non_budding/frame78_cell2.tif,False
78,3,test,non_budding/frame78_cell3.tif,False
78,4,test,non_budding/frame78_cell4.tif,False
78,5,test,budding/frame78_cell5.tif,True
78,6,test,non_budding/frame78_cell6.tif,False
78,7,test,non_budding/frame78_cell7.tif,False
78,8,test,budding/frame78_cell8.tif,True
78,9,test,budding/frame78_cell9.tif,True
78,10,test,non_budding/frame78_cell10.tif,False
78,11,test,non_budding/frame78_cell11.tif,False
78,12,test,non_budding/frame78_cell12.tif,False
78,13,test,non_budding/frame78_cell13.tif,False
78,14,test,non_budding/frame78_cell14.tif,False
78,15,test,budding/frame78_cell15.tif,True
64,1,test,budding/frame64_cell1.tif,True
64,2,test,budding/frame64_cell2.tif,True
64,3,test,non_budding/frame64_cell3.tif,False
64,4,test,non_budding/frame64_cell4.tif,False
64,5,test,budding/frame64_cell5.tif,True
64,6,test,non_budding/frame64_cell6.tif,False
64,7,test,budding/frame64_cell7.tif,True
64,8,test,budding/frame64_cell8.tif,True
64,9,test,non_budding/frame64_cell9.tif,False
64,10,test,non_budding/frame64_cell10.tif,False
64,11,test,budding/frame64_cell11.tif,True
64,12,test,non_budding/frame64_cell12.tif,False
77,3,test,budding/frame77_cell3.tif,True
77,4,test,non_budding/frame77_cell4.tif,False
77,5,test,budding/frame77_cell5.tif,True
77,6,test,budding/frame77_cell6.tif,True
77,7,test,non_budding/frame77_cell7.tif,False
77,8,test,non_budding/frame77_cell8.tif,False
59,2,test,budding/frame59_cell2.tif,True
59,3,test,non_budding/frame59_cell3.tif,False
59,4,test,non_budding/frame59_cell4.tif,False
59,5,test,non_budding/frame59_cell5.tif,False
59,6,test,budding/frame59_cell6.tif,True
59,7,test,non_budding/frame59_cell7.tif,False
59,8,test,budding/frame59_cell8.tif,True
59,9,test,non_budding/frame59_cell9.tif,False
59,10,test,non_budding/frame59_cell10.tif,False
59,11,test,budding/frame59_cell11.tif,True
59,12,test,budding/frame59_cell12.tif,True
59,13,test,non_budding/frame59_cell13.tif,False
59,14,test,non_budding/frame59_cell14.tif,False
59,15,test,non_budding/frame59_cell15.tif,False
59,16,test,non_budding/frame59_cell16.tif,False
13,3,test,budding/frame13_cell3.tif,True
13,4,test,budding/frame13_cell4.tif,True
13,5,test,non_budding/frame13_cell5.tif,False
13,6,test,budding/frame13_cell6.tif,True
13,8,test,non_budding/frame13_cell8.tif,False
13,9,test,budding/frame13_cell9.tif,True
13,10,test,non_budding/frame13_cell10.tif,False
13,11,test,budding/frame13_cell11.tif,True
13,12,test,budding/frame13_cell12.tif,True
98,1,test,budding/frame98_cell1.tif,True
98,2,test,non_budding/frame98_cell2.tif,False
98,3,test,budding/frame98_cell3.tif,True
98,4,test,non_budding/frame98_cell4.tif,False
98,6,test,non_budding/frame98_cell6.tif,False
98,8,test,non_budding/frame98_cell8.tif,False
98,9,test,non_budding/frame98_cell9.tif,False
98,10,test,non_budding/frame98_cell10.tif,False
98,11,test,budding/frame98_cell11.tif,True
98,12,test,non_budding/frame98_cell12.tif,False
98,13,test,budding/frame98_cell13.tif,True
98,14,test,non_budding/frame98_cell14.tif,False
98,15,test,non_budding/frame98_cell15.tif,False
98,16,test,non_budding/frame98_cell16.tif,False
98,17,test,non_budding/frame98_cell17.tif,False
86,1,test,non_budding/frame86_cell1.tif,False
86,2,test,non_budding/frame86_cell2.tif,False
86,3,test,non_budding/frame86_cell3.tif,False
86,4,test,budding/frame86_cell4.tif,True
86,5,test,non_budding/frame86_cell5.tif,False
86,6,test,non_budding/frame86_cell6.tif,False
86,7,test,non_budding/frame86_cell7.tif,False
86,8,test,non_budding/frame86_cell8.tif,False
86,9,test,non_budding/frame86_cell9.tif,False
86,10,test,budding/frame86_cell10.tif,True
86,11,test,non_budding/frame86_cell11.tif,False
86,12,test,non_budding/frame86_cell12.tif,False
86,13,test,non_budding/frame86_cell13.tif,False
86,14,test,non_budding/frame86_cell14.tif,False
86,15,test,non_budding/frame86_cell15.tif,False
48,2,test,budding/frame48_cell2.tif,True
48,3,test,budding/frame48_cell3.tif,True
48,4,test,non_budding/frame48_cell4.tif,False
48,5,test,non_budding/frame48_cell5.tif,False
48,6,test,budding/frame48_cell6.tif,True
48,7,test,budding/frame48_cell7.tif,True
48,9,test,non_budding/frame48_cell9.tif,False
48,10,test,budding/frame48_cell10.tif,True
48,11,test,non_budding/frame48_cell11.tif,False
48,12,test,budding/frame48_cell12.tif,True
60,2,test,budding/frame60_cell2.tif,True
60,3,test,budding/frame60_cell3.tif,True
60,4,test,budding/frame60_cell4.tif,True
60,5,test,non_budding/frame60_cell5.tif,False
60,6,test,non_budding/frame60_cell6.tif,False
60,7,test,non_budding/frame60_cell7.tif,False
60,8,test,budding/frame60_cell8.tif,True
60,9,test,non_budding/frame60_cell9.tif,False
60,10,test,non_budding/frame60_cell10.tif,False
60,11,test,non_budding/frame60_cell11.tif,False
60,12,test,budding/frame60_cell12.tif,True
60,13,test,budding/frame60_cell13.tif,True
19,1,test,budding/frame19_cell1.tif,True
19,4,test,non_budding/frame19_cell4.tif,False
19,5,test,budding/frame19_cell5.tif,True
19,6,test,budding/frame19_cell6.tif,True
19,7,test,non_budding/frame19_cell7.tif,False
19,8,test,non_budding/frame19_cell8.tif,False
19,9,test,budding/frame19_cell9.tif,True
19,10,test,non_budding/frame19_cell10.tif,False
19,11,test,budding/frame19_cell11.tif,True
90,1,test,non_budding/frame90_cell1.tif,False
90,2,test,budding/frame90_cell2.tif,True
90,4,test,budding/frame90_cell4.tif,True
90,5,test,budding/frame90_cell5.tif,True
90,6,test,budding/frame90_cell6.tif,True
90,7,test,budding/frame90_cell7.tif,True
90,8,test,budding/frame90_cell8.tif,True
37,1,test,non_budding/frame37_cell1.tif,False
37,2,test,budding/frame37_cell2.tif,True
37,3,test,non_budding/frame37_cell3.tif,False
37,4,test,non_budding/frame37_cell4.tif,False
37,5,test,non_budding/frame37_cell5.tif,False
37,6,test,non_budding/frame37_cell6.tif,False
37,7,test,budding/frame37_cell7.tif,True
37,8,test,non_budding/frame37_cell8.tif,False
37,9,test,non_budding/frame37_cell9.tif,False
37,10,test,non_budding/frame37_cell10.tif,False
37,11,test,non_budding/frame37_cell11.tif,False
37,12,test,non_budding/frame37_cell12.tif,False
37,13,test,non_budding/frame37_cell13.tif,False
37,14,test,non_budding/frame37_cell14.tif,False
37,15,test,budding/frame37_cell15.tif,True
37,16,test,budding/frame37_cell16.tif,True
37,18,test,non_budding/frame37_cell18.tif,False
37,19,test,budding/frame37_cell19.tif,True
37,20,test,non_budding/frame37_cell20.tif,False
37,21,test,non_budding/frame37_cell21.tif,False
37,22,test,non_budding/frame37_cell22.tif,False
37,23,test,non_budding/frame37_cell23.tif,False
5,1,test,budding/frame5_cell1.tif,True
5,2,test,non_budding/frame5_cell2.tif,False
5,3,test,non_budding/frame5_cell3.tif,False
5,4,test,budding/frame5_cell4.tif,True
5,5,test,non_budding/frame5_cell5.tif,False
5,6,test,non_budding/frame5_cell6.tif,False
5,7,test,budding/frame5_cell7.tif,True
5,9,test,budding/frame5_cell9.tif,True
5,10,test,non_budding/frame5_cell10.tif,False
5,11,test,non_budding/frame5_cell11.tif,False
5,12,test,budding/frame5_cell12.tif,True
5,13,test,budding/frame5_cell13.tif,True
5,14,test,non_budding/frame5_cell14.tif,False
5,15,test,budding/frame5_cell15.tif,True
5,16,test,non_budding/frame5_cell16.tif,False
5,17,test,budding/frame5_cell17.tif,True
5,19,test,non_budding/frame5_cell19.tif,False
5,20,test,budding/frame5_cell20.tif,True
5,21,test,non_budding/frame5_cell21.tif,False
5,22,test,budding/frame5_cell22.tif,True
5,23,test,budding/frame5_cell23.tif,True
5,24,test,non_budding/frame5_cell24.tif,False
5,25,test,non_budding/frame5_cell25.tif,False
