frame,cell_label,centroid_x,centroid_y,area,blob_type,included,classical_zero_crossings,classical_budding,modern_defect_ratio,modern_budding,classifiers_agree,crop_path
17,9,763.5,472.4,2452.0,single,True,0,False,0.226,False,True,non_budding/frame17_cell9.tif
17,10,1496.7,635.8,1357.0,single,True,0,False,1.992,False,True,non_budding/frame17_cell10.tif
17,11,1459.2,676.8,2897.0,single,True,0,False,1.923,False,True,non_budding/frame17_cell11.tif
17,12,300.4,679.5,2468.0,budding_pair,True,11,True,0.71,True,True,budding/frame17_cell12.tif
17,13,1271.6,772.7,2988.0,single,True,0,False,0.036,False,True,non_budding/frame17_cell13.tif
17,14,828.0,780.1,1510.0,single,True,0,False,0.038,False,True,non_budding/frame17_cell14.tif
17,15,1364.2,812.4,1249.0,single,True,0,False,2.021,False,True,non_budding/frame17_cell15.tif
17,16,170.7,956.8,2405.0,budding_pair,True,7,True,0.205,True,True,budding/frame17_cell16.tif
17,17,862.9,972.4,730.0,single,True,0,False,0.048,False,True,non_budding/frame17_cell17.tif
17,18,1300.6,1057.7,1963.0,budding_pair,True,5,True,0.293,True,True,budding/frame17_cell18.tif
17,19,1327.9,1200.4,2504.0,single,True,0,False,0.199,False,True,
18,1,1183.4,211.1,924.0,single,True,0,False,0.046,False,True,non_budding/frame18_cell1.tif
18,2,592.5,318.5,2274.0,single,True,0,False,0.03,False,True,non_budding/frame18_cell2.tif
18,3,546.8,312.9,677.0,single,True,0,False,0.053,False,True,non_budding/frame18_cell3.tif
18,4,495.7,330.6,1583.0,single,True,0,False,0.033,False,True,non_budding/frame18_cell4.tif
18,5,394.4,365.5,469.0,multicell,False,0,False,0.497,False,,
18,6,1247.5,994.9,2331.0,single,True,0,False,0.049,False,True,non_budding/frame18_cell6.tif
19,1,682.5,70.0,2131.0,budding_pair,True,12,True,2.095,True,True,budding/frame19_cell1.tif
19,2,436.8,133.9,5499.0,multicell,False,0,False,0.355,False,,
19,3,1646.4,572.5,2183.0,budding_pair,True,5,True,0.348,True,True,
19,4,1302.5,617.4,1332.0,single,True,0,False,0.044,False,True,non_budding/frame19_cell4.tif
19,5,1073.9,618.9,2580.0,budding_pair,True,8,True,0.618,True,True,budding/frame19_cell5.tif
19,6,639.1,732.9,1419.0,budding_pair,True,7,True,0.285,True,True,budding/frame19_cell6.tif
19,7,717.3,960.6,887.0,single,True,0,False,0.075,False,True,non_budding/frame19_cell7.tif
19,8,738.2,1000.6,1304.0,single,True,0,False,0.039,False,True,non_budding/frame19_cell8.tif
19,9,477.5,1056.8,1981.0,budding_pair,True,7,True,0.513,True,True,budding/frame19_cell9.tif
19,10,1476.0,1086.3,3074.0,single,True,0,False,0.045,False,True,non_budding/frame19_cell10.tif
19,11,1239.2,1145.7,1683.0,budding_pair,True,13,True,1.424,True,True,budding/frame19_cell11.tif
19,12,54.1,1194.2,2522.0,budding_pair,True,11,True,0.277,True,True,
19,13,237.3,1219.8,1538.0,single,True,0,False,0.193,False,True,
20,1,1324.2,41.5,2162.0,single,True,0,False,0.096,False,True,
20,2,1403.2,181.6,2460.0,single,True,0,False,0.752,False,True,non_budding/frame20_cell2.tif
20,3,1581.7,201.1,1981.0,single,True,0,False,0.125,False,True,non_budding/frame20_cell3.tif
20,4,888.7,287.0,2475.0,single,True,0,False,0.104,False,True,non_budding/frame20_cell4.tif
20,5,95.8,425.5,1723.0,single,True,0,False,0.208,False,True,non_budding/frame20_cell5.tif
20,6,690.8,435.2,2619.0,single,True,0,False,0.059,False,True,non_budding/frame20_cell6.tif
20,7,518.4,488.9,3471.0,single,True,0,False,0.047,False,True,non_budding/frame20_cell7.tif
20,8,952.6,537.8,3729.0,budding_pair,True,6,True,0.161,True,True,budding/frame20_cell8.tif
20,9,1426.5,761.0,2654.0,single,True,0,False,0.283,False,True,non_budding/frame20_cell9.tif
20,10,756.7,907.3,4326.0,budding_pair,True,6,True,0.263,True,True,budding/frame20_cell10.tif
20,11,1019.6,1108.9,3704.0,budding_pair,True,6,True,0.199,True,True,budding/frame20_cell11.tif
20,12,1370.2,1108.9,3418.0,budding_pair,True,5,True,0.188,True,True,budding/frame20_cell12.tif
20,13,124.4,1132.8,1462.0,single,True,0,False,1.156,False,True,non_budding/frame20_cell13.tif
20,14,796.0,1148.5,1867.0,budding_pair,True,6,True,0.279,True,True,budding/frame20_cell14.tif
20,15,293.0,1200.9,3434.0,multicell,False,0,False,0.291,False,,
21,1,1304.6,123.5,2081.0,single,True,0,False,0.28,False,True,non_budding/frame21_cell1.tif
21,2,1617.4,309.4,2185.0,budding_pair,True,8,True,0.438,True,True,budding/frame21_cell2.tif
21,3,176.1,315.2,2010.0,budding_pair,True,7,True,0.527,True,True,budding/frame21_cell3.tif
21,4,678.8,524.1,2691.0,single,True,0,False,0.097,False,True,non_budding/frame21_cell4.tif
21,5,909.8,558.0,3315.0,ambiguous,False,0,False,0.191,False,,
21,6,394.2,731.0,3349.0,single,True,0,False,0.093,False,True,non_budding/frame21_cell6.tif
21,7,1343.3,858.8,3047.0,budding_pair,True,7,True,0.397,True,True,budding/frame21_cell7.tif
21,8,944.2,1116.5,3713.0,budding_pair,True,6,True,0.232,True,True,budding/frame21_cell8.tif
22,1,1635.3,130.5,2151.0,single,True,0,False,0.219,False,True,
22,2,1595.2,177.3,1827.0,single,True,0,False,0.052,False,True,non_budding/frame22_cell2.tif
22,3,460.7,203.8,3654.0,single,True,0,False,0.043,False,True,non_budding/frame22_cell3.tif
22,4,1279.7,289.7,4275.0,ambiguous,False,0,False,0.487,False,,
22,5,1655.9,375.5,4325.0,budding_pair,True,7,True,0.356,True,True,
22,6,962.9,395.7,2534.0,single,True,0,False,0.045,False,True,non_budding/frame22_cell6.tif
22,7,1162.5,514.2,2547.0,single,True,0,False,0.105,False,True,non_budding/frame22_cell7.tif
22,8,279.0,530.4,2201.0,single,True,0,False,0.041,False,True,non_budding/frame22_cell8.tif
22,9,1377.9,784.3,3650.0,budding_pair,True,7,True,0.172,True,True,budding/frame22_cell9.tif
22,10,1242.3,886.5,1860.0,budding_pair,True,13,True,2.517,True,True,budding/frame22_cell10.tif
22,11,1414.3,901.0,3361.0,single,True,0,False,0.034,False,True,non_budding/frame22_cell11.tif
22,12,78.5,915.2,2107.0,budding_pair,True,11,True,0.439,True,True,budding/frame22_cell12.tif
22,13,146.3,919.3,3476.0,budding_pair,True,4,False,0.205,True,False,budding/frame22_cell13.tif
23,1,1485.8,126.9,1993.0,single,True,0,False,0.065,False,True,non_budding/frame23_cell1.tif
23,2,145.7,251.6,2646.0,single,True,0,False,0.128,False,True,non_budding/frame23_cell2.tif
23,3,107.4,297.9,1771.0,single,True,0,False,0.164,False,True,non_budding/frame23_cell3.tif
23,4,599.2,319.6,1537.0,single,True,0,False,0.237,False,True,non_budding/frame23_cell4.tif
23,5,157.5,464.4,1228.0,single,True,0,False,1.583,False,True,non_budding/frame23_cell5.tif
23,6,623.1,516.1,1459.0,single,True,0,False,2.029,False,True,non_budding/frame23_cell6.tif
23,7,166.8,514.0,2227.0,single,True,0,False,0.48,False,True,non_budding/frame23_cell7.tif
23,8,662.6,542.1,1740.0,single,True,0,False,0.2,False,True,non_budding/frame23_cell8.tif
23,9,525.0,566.9,1875.0,single,True,0,False,0.06,False,True,non_budding/frame23_cell9.tif
23,10,696.7,598.1,853.0,single,True,0,False,0.061,False,True,non_budding/frame23_cell10.tif
23,11,710.4,641.2,1476.0,single,True,0,False,0.125,False,True,non_budding/frame23_cell11.tif
23,12,1500.9,692.0,3216.0,budding_pair,True,3,False,0.149,False,True,non_budding/frame23_cell12.tif
23,13,965.8,1109.7,2319.0,single,True,0,False,0.075,False,True,non_budding/frame23_cell13.tif
23,14,617.0,1116.8,2501.0,single,True,0,False,0.146,False,True,non_budding/frame23_cell14.tif
24,1,1230.2,33.5,3206.0,budding_pair,True,10,True,1.059,True,True,
24,2,888.4,282.9,682.0,single,True,0,False,0.781,False,True,non_budding/frame24_cell2.tif
24,3,1226.4,353.7,12874.0,multicell,False,0,False,0.541,False,,
24,4,1076.3,464.6,3319.0,multicell,False,0,False,0.749,False,,
24,5,1532.3,518.5,2773.0,single,True,0,False,0.189,False,True,non_budding/frame24_cell5.tif
24,6,69.5,596.2,3342.0,ambiguous,False,0,False,0.401,False,,
24,7,521.3,642.9,2893.0,budding_pair,True,10,True,0.91,True,True,budding/frame24_cell7.tif
24,8,528.9,802.2,666.0,single,True,0,False,0.287,False,True,non_budding/frame24_cell8.tif
24,9,839.9,850.3,2551.0,budding_pair,True,5,True,0.377,True,True,budding/frame24_cell9.tif
24,10,1413.4,911.4,4204.0,multicell,False,0,False,0.269,False,,
24,11,919.1,942.6,2769.0,single,True,0,False,0.109,False,True,non_budding/frame24_cell11.tif
25,1,736.4,320.7,1609.0,budding_pair,True,7,True,0.388,True,True,budding/frame25_cell1.tif
25,2,1495.6,361.0,3615.0,budding_pair,True,12,True,0.301,True,True,budding/frame25_cell2.tif
25,3,570.8,392.2,2455.0,single,True,0,False,0.054,False,True,non_budding/frame25_cell3.tif
25,4,1494.8,432.2,2030.0,budding_pair,True,13,True,0.497,True,True,budding/frame25_cell4.tif
25,5,932.1,708.8,3871.0,ambiguous,False,0,False,0.279,False,,
25,6,286.8,731.6,1560.0,single,True,0,False,0.248,False,True,non_budding/frame25_cell6.tif
25,7,1122.3,741.8,2212.0,single,True,0,False,0.075,False,True,non_budding/frame25_cell7.tif
25,8,575.7,795.8,913.0,single,True,0,False,1.917,False,True,non_budding/frame25_cell8.tif
25,9,603.4,818.2,1293.0,single,True,0,False,0.041,False,True,non_budding/frame25_cell9.tif
25,10,1194.5,855.7,4450.0,ambiguous,False,0,False,0.425,False,,
25,11,1571.4,970.1,1999.0,single,True,0,False,0.203,False,True,non_budding/frame25_cell11.tif
25,12,1244.3,1117.5,2561.0,single,True,0,False,1.485,False,True,non_budding/frame25_cell12.tif
26,1,1069.6,132.4,1619.0,budding_pair,True,5,True,0.48,True,True,budding/frame26_cell1.tif
26,2,1209.6,170.1,1888.0,single,True,0,False,0.068,False,True,non_budding/frame26_cell2.tif
26,3,1178.2,299.1,1468.0,budding_pair,True,7,True,0.799,True,True,budding/frame26_cell3.tif
26,4,1137.9,310.4,951.0,single,True,0,False,0.099,False,True,non_budding/frame26_cell4.tif
26,5,1471.8,406.9,2097.0,single,True,0,False,0.65,False,True,non_budding/frame26_cell5.tif
26,6,995.6,609.6,2207.0,single,True,0,False,0.081,False,True,non_budding/frame26_cell6.tif
26,7,186.9,738.3,1709.0,single,True,0,False,1.575,False,True,non_budding/frame26_cell7.tif
26,8,259.2,758.9,2357.0,single,True,0,False,0.037,False,True,non_budding/frame26_cell8.tif
26,9,1202.9,875.3,1829.0,budding_pair,True,7,True,0.511,True,True,budding/frame26_cell9.tif
26,10,31.9,909.2,2080.0,single,True,0,False,0.172,False,True,
26,11,108.3,924.9,805.0,multicell,False,0,False,3.325,False,,
26,12,1484.9,926.0,3650.0,multicell,False,0,False,0.235,False,,
26,13,442.3,1155.3,2264.0,single,True,0,False,0.261,False,True,non_budding/frame26_cell13.tif
27,1,480.6,189.3,2002.0,budding_pair,True,12,True,2.336,True,True,budding/frame27_cell1.tif
27,2,1357.8,209.8,4381.0,budding_pair,True,6,True,0.244,True,True,budding/frame27_cell2.tif
27,3,141.0,324.9,1219.0,multicell,False,0,False,2.351,False,,
27,4,1242.6,326.3,2189.0,single,True,0,False,0.038,False,True,non_budding/frame27_cell4.tif
27,5,877.7,467.3,3432.0,single,True,0,False,0.059,False,True,non_budding/frame27_cell5.tif
27,6,492.7,575.4,2344.0,budding_pair,True,8,True,0.36,True,True,budding/frame27_cell6.tif
27,7,414.6,723.7,2275.0,budding_pair,True,15,True,2.123,True,True,budding/frame27_cell7.tif
27,8,697.7,737.0,1667.0,budding_pair,True,7,True,0.395,True,True,budding/frame27_cell8.tif
27,9,794.3,798.4,4598.0,ambiguous,False,0,False,0.271,False,,
27,10,1386.8,823.9,3682.0,budding_pair,True,7,True,0.174,True,True,budding/frame27_cell10.tif
27,11,1515.9,816.8,3113.0,budding_pair,True,17,True,1.333,True,True,budding/frame27_cell11.tif
27,12,1655.3,955.3,2779.0,single,True,0,False,0.055,False,True,
27,13,187.3,959.4,2643.0,single,True,0,False,1.419,False,True,non_budding/frame27_cell13.tif
27,14,353.5,1008.5,2384.0,budding_pair,True,14,True,0.646,True,True,budding/frame27_cell14.tif
27,15,993.9,1095.0,2640.0,single,True,0,False,0.046,False,True,non_budding/frame27_cell15.tif
27,16,1378.0,1146.9,3613.0,single,True,0,False,0.183,False,True,non_budding/frame27_cell16.tif
28,1,1540.0,111.5,4203.0,ambiguous,False,0,False,0.235,False,,
28,2,747.4,134.8,884.0,single,True,0,False,0.043,False,True,non_budding/frame28_cell2.tif
28,3,1292.6,391.8,1268.0,single,True,0,False,0.037,False,True,non_budding/frame28_cell3.tif
28,4,188.1,683.8,2476.0,single,True,0,False,0.047,False,True,non_budding/frame28_cell4.tif
28,5,1365.2,811.9,405.0,ambiguous,False,0,False,0.13,False,,
28,6,560.0,849.5,2758.0,single,True,0,False,0.115,False,True,non_budding/frame28_cell6.tif
28,7,1087.6,856.2,736.0,single,True,0,False,0.048,False,True,non_budding/frame28_cell7.tif
28,8,1112.9,883.3,1477.0,single,True,0,False,0.103,False,True,non_budding/frame28_cell8.tif
28,9,694.0,1011.5,1116.0,single,True,0,False,0.044,False,True,non_budding/frame28_cell9.tif
28,10,541.4,1151.7,2697.0,single,True,0,False,0.059,False,True,non_budding/frame28_cell10.tif
29,1,1588.0,47.8,2180.0,budding_pair,True,13,True,0.622,True,True,
29,2,1137.5,241.7,1519.0,single,True,0,False,0.045,False,True,non_budding/frame29_cell2.tif
29,3,39.5,398.4,3039.0,single,True,0,False,0.051,False,True,
29,4,1248.0,462.5,1507.0,budding_pair,True,7,True,0.466,True,True,budding/frame29_cell4.tif
29,5,873.7,509.9,999.0,single,True,0,False,0.044,False,True,non_budding/frame29_cell5.tif
29,6,880.7,563.7,1905.0,single,True,0,False,0.245,False,True,non_budding/frame29_cell6.tif
29,7,1417.6,550.7,932.0,single,True,0,False,0.04,False,True,non_budding/frame29_cell7.tif
29,8,1189.7,624.6,3179.0,single,True,0,False,0.056,False,True,non_budding/frame29_cell8.tif
29,9,967.8,629.3,2583.0,budding_pair,True,7,True,0.47,True,True,budding/frame29_cell9.tif
29,10,261.6,666.8,2176.0,budding_pair,True,10,True,0.994,True,True,budding/frame29_cell10.tif
29,11,895.3,798.7,2746.0,single,True,0,False,0.137,False,True,non_budding/frame29_cell11.tif
29,12,220.0,1152.3,2822.0,budding_pair,True,10,True,0.442,True,True,budding/frame29_cell12.tif
30,1,278.5,66.2,1637.0,single,True,0,False,0.209,False,True,non_budding/frame30_cell1.tif
30,2,825.6,148.9,1732.0,budding_pair,True,7,True,0.677,True,True,budding/frame30_cell2.tif
30,3,170.8,158.7,3138.0,single,True,0,False,0.281,False,True,non_budding/frame30_cell3.tif
30,4,1207.8,365.7,2109.0,budding_pair,True,7,True,0.529,True,True,budding/frame30_cell4.tif
30,5,454.0,500.7,1992.0,budding_pair,True,8,True,0.481,True,True,budding/frame30_cell5.tif
30,6,469.7,624.4,3159.0,single,True,0,False,0.057,False,True,non_budding/frame30_cell6.tif
30,7,1455.0,865.7,5737.0,multicell,False,0,False,0.47,False,,
30,8,364.3,932.1,2948.0,budding_pair,True,8,True,0.542,True,True,budding/frame30_cell8.tif
30,9,1606.9,1075.9,2368.0,single,True,0,False,0.257,False,True,non_budding/frame30_cell9.tif
30,10,336.2,1220.1,2750.0,budding_pair,True,16,True,0.656,True,True,
30,11,1203.5,1223.0,1292.0,single,True,0,False,0.406,False,True,
31,1,1465.1,250.3,3265.0,single,True,0,False,0.039,False,True,non_budding/frame31_cell1.tif
31,2,544.6,283.9,4289.0,budding_pair,True,3,False,0.231,True,False,budding/frame31_cell2.tif
31,3,1170.1,335.6,2190.0,budding_pair,True,10,True,0.535,True,True,budding/frame31_cell3.tif
31,4,189.4,416.3,3913.0,budding_pair,True,5,True,0.241,True,True,budding/frame31_cell4.tif
31,5,1180.5,580.7,1032.0,single,True,0,False,0.044,False,True,non_budding/frame31_cell5.tif
31,6,933.0,636.9,979.0,single,True,0,False,0.044,False,True,non_budding/frame31_cell6.tif
31,7,1038.7,929.8,1605.0,budding_pair,True,7,True,0.581,True,True,budding/frame31_cell7.tif
31,8,1082.5,912.7,1514.0,budding_pair,True,8,True,0.443,True,True,budding/frame31_cell8.tif
32,1,804.2,241.5,1168.0,single,True,0,False,0.325,False,True,non_budding/frame32_cell1.tif
32,2,1159.2,518.6,2125.0,budding_pair,True,8,True,0.592,True,True,budding/frame32_cell2.tif
32,3,1423.9,579.2,1772.0,budding_pair,True,7,True,0.538,True,True,budding/frame32_cell3.tif
32,4,994.1,651.8,4471.0,budding_pair,True,5,True,0.203,True,True,budding/frame32_cell4.tif
32,5,800.6,703.2,1518.0,single,True,0,False,0.037,False,True,non_budding/frame32_cell5.tif
32,6,861.8,874.5,3675.0,ambiguous,False,0,False,0.053,False,,
32,7,339.7,909.7,2354.0,budding_pair,True,11,True,0.637,True,True,budding/frame32_cell7.tif
32,8,1025.0,908.5,1314.0,single,True,0,False,0.069,False,True,non_budding/frame32_cell8.tif
32,9,1375.0,991.6,2106.0,budding_pair,True,7,True,0.407,True,True,budding/frame32_cell9.tif
32,10,1610.8,1002.3,1767.0,budding_pair,True,12,True,1.15,True,True,budding/frame32_cell10.tif
32,11,496.7,1003.9,2421.0,single,True,0,False,0.061,False,True,non_budding/frame32_cell11.tif
32,12,331.2,1154.4,1479.0,single,True,0,False,1.766,False,True,non_budding/frame32_cell12.tif
33,1,1524.1,142.8,1671.0,budding_pair,True,5,True,0.312,True,True,budding/frame33_cell1.tif
33,2,915.9,247.1,3841.0,multicell,False,0,False,1.157,False,,
33,3,858.9,243.9,816.0,single,True,0,False,0.049,False,True,non_budding/frame33_cell3.tif
33,4,444.7,345.6,3629.0,budding_pair,True,15,True,0.807,True,True,budding/frame33_cell4.tif
33,5,1059.2,325.0,825.0,single,True,0,False,0.048,False,True,non_budding/frame33_cell5.tif
33,6,566.4,427.8,2283.0,single,True,0,False,0.047,False,True,non_budding/frame33_cell6.tif
33,7,1213.0,477.2,1556.0,single,True,0,False,2.421,False,True,non_budding/frame33_cell7.tif
33,8,610.2,646.9,1495.0,single,True,0,False,1.582,False,True,non_budding/frame33_cell8.tif
33,9,804.9,844.7,1456.0,single,True,0,False,0.052,False,True,non_budding/frame33_cell9.tif
33,10,240.6,956.1,2592.0,budding_pair,True,15,True,0.33,True,True,budding/frame33_cell10.tif
33,11,369.4,1014.4,2331.0,single,True,0,False,0.232,False,True,non_budding/frame33_cell11.tif
33,12,736.4,1035.0,3477.0,single,True,0,False,0.054,False,True,non_budding/frame33_cell12.tif
34,1,406.3,121.6,2416.0,single,True,0,False,0.062,False,True,non_budding/frame34_cell1.tif
34,2,1125.1,224.3,2208.0,budding_pair,True,8,True,0.414,True,True,budding/frame34_cell2.tif
34,3,861.6,222.4,3350.0,budding_pair,True,8,True,0.628,True,True,budding/frame34_cell3.tif
34,4,423.2,382.9,832.0,single,True,0,False,0.039,False,True,non_budding/frame34_cell4.tif
34,5,1568.6,398.7,2999.0,single,True,0,False,0.042,False,True,non_budding/frame34_cell5.tif
34,6,464.2,410.2,3038.0,single,True,0,False,0.044,False,True,non_budding/frame34_cell6.tif
34,7,99.3,427.7,2653.0,budding_pair,True,7,True,0.615,True,True,budding/frame34_cell7.tif
34,8,448.3,465.8,3104.0,budding_pair,True,10,True,0.519,True,True,budding/frame34_cell8.tif
34,9,270.4,471.0,2311.0,budding_pair,True,7,True,0.462,True,True,budding/frame34_cell9.tif
34,10,790.6,641.7,2274.0,budding_pair,True,5,True,0.576,True,True,budding/frame34_cell10.tif
34,11,1257.4,760.3,2236.0,budding_pair,True,8,True,0.5,True,True,budding/frame34_cell11.tif
34,12,988.2,784.7,1143.0,single,True,0,False,0.052,False,True,non_budding/frame34_cell12.tif
34,13,1458.6,880.3,2013.0,single,True,0,False,0.04,False,True,non_budding/frame34_cell13.tif
34,14,767.1,900.1,2108.0,budding_pair,True,10,True,0.55,True,True,budding/frame34_cell14.tif
34,15,1419.5,979.9,2326.0,budding_pair,True,9,True,0.591,True,True,budding/frame34_cell15.tif
34,16,1543.2,980.2,2933.0,single,True,0,False,0.142,False,True,non_budding/frame34_cell16.tif
34,17,1463.8,989.9,1571.0,single,True,0,False,2.338,False,True,non_budding/frame34_cell17.tif
34,18,1200.5,1128.5,1095.0,single,True,0,False,0.054,False,True,non_budding/frame34_cell18.tif
35,1,99.0,89.2,1370.0,single,True,0,False,0.123,False,True,non_budding/frame35_cell1.tif
35,2,582.9,248.8,2171.0,single,True,0,False,0.063,False,True,non_budding/frame35_cell2.tif
35,3,1249.5,271.9,1496.0,budding_pair,True,5,True,0.342,True,True,budding/frame35_cell3.tif
35,4,511.7,278.8,1894.0,single,True,0,False,0.057,False,True,non_budding/frame35_cell4.tif
35,5,931.1,322.6,7762.0,multicell,False,0,False,0.448,False,,
35,6,1428.4,322.0,2017.0,single,True,0,False,0.101,False,True,non_budding/frame35_cell6.tif
35,7,1055.9,325.6,2467.0,single,True,0,False,0.201,False,True,non_budding/frame35_cell7.tif
35,8,1259.9,437.2,2823.0,single,True,0,False,0.185,False,True,non_budding/frame35_cell8.tif
35,9,898.5,462.7,1924.0,single,True,0,False,0.068,False,True,non_budding/frame35_cell9.tif
35,10,869.4,607.0,2178.0,single,True,0,False,0.06,False,True,non_budding/frame35_cell10.tif
35,11,201.0,652.8,2564.0,budding_pair,True,14,True,0.651,True,True,budding/frame35_cell11.tif
35,12,290.4,667.1,2101.0,single,True,0,False,0.341,False,True,non_budding/frame35_cell12.tif
35,13,1163.4,680.2,3350.0,budding_pair,True,12,True,0.186,True,True,budding/frame35_cell13.tif
35,14,1537.9,759.2,2517.0,single,True,0,False,0.153,False,True,non_budding/frame35_cell14.tif
35,15,1318.4,856.2,2300.0,budding_pair,True,11,True,0.526,True,True,budding/frame35_cell15.tif
35,16,1579.3,919.1,1307.0,single,True,0,False,0.118,False,True,non_budding/frame35_cell16.tif
35,17,443.5,999.6,2608.0,single,True,0,False,0.206,False,True,non_budding/frame35_cell17.tif
35,18,630.9,1090.9,2699.0,budding_pair,True,10,True,0.68,True,True,budding/frame35_cell18.tif
36,1,259.9,90.9,1296.0,single,True,0,False,0.176,False,True,non_budding/frame36_cell1.tif
36,2,332.6,149.5,2088.0,single,True,0,False,0.312,False,True,non_budding/frame36_cell2.tif
36,3,281.5,195.7,1451.0,ambiguous,False,0,False,0.164,False,,
36,4,572.5,239.0,2143.0,single,True,0,False,0.06,False,True,non_budding/frame36_cell4.tif
36,5,654.8,399.7,2982.0,single,True,0,False,0.063,False,True,non_budding/frame36_cell5.tif
36,6,964.4,508.1,2307.0,single,True,0,False,0.058,False,True,non_budding/frame36_cell6.tif
36,7,1010.2,673.6,1761.0,single,True,0,False,0.066,False,True,non_budding/frame36_cell7.tif
36,8,332.1,704.9,2058.0,single,True,0,False,0.127,False,True,non_budding/frame36_cell8.tif
36,9,463.2,718.5,2834.0,single,True,0,False,0.162,False,True,non_budding/frame36_cell9.tif
36,10,1160.4,769.6,2219.0,single,True,0,False,0.052,False,True,non_budding/frame36_cell10.tif
36,11,1622.0,813.1,3081.0,budding_pair,True,22,True,1.065,True,True,budding/frame36_cell11.tif
36,12,1446.4,833.9,2321.0,single,True,0,False,0.112,False,True,non_budding/frame36_cell12.tif
36,13,384.3,954.9,2286.0,budding_pair,True,12,True,0.495,True,True,budding/frame36_cell13.tif
36,14,294.8,987.3,2410.0,single,True,0,False,0.172,False,True,non_budding/frame36_cell14.tif
36,15,363.1,1088.0,2081.0,single,True,0,False,0.144,False,True,non_budding/frame36_cell15.tif
36,16,830.2,1142.9,2287.0,single,True,0,False,0.129,False,True,non_budding/frame36_cell16.tif
36,17,690.7,1193.1,2735.0,single,True,0,False,0.108,False,True,non_budding/frame36_cell17.tif
37,1,710.8,67.6,2040.0,single,True,0,False,0.228,False,True,non_budding/frame37_cell1.tif
37,2,489.3,103.8,4163.0,budding_pair,True,9,True,0.253,True,True,budding/frame37_cell2.tif
37,3,1461.4,141.3,2218.0,single,True,0,False,0.263,False,True,non_budding/frame37_cell3.tif
37,4,437.2,185.3,2650.0,single,True,0,False,0.185,False,True,non_budding/frame37_cell4.tif
37,5,813.8,289.6,1940.0,single,True,0,False,0.261,False,True,non_budding/frame37_cell5.tif
37,6,579.4,371.6,2262.0,single,True,0,False,1.97,False,True,non_budding/frame37_cell6.tif
37,7,1402.3,396.0,3052.0,budding_pair,True,7,True,0.225,True,True,budding/frame37_cell7.tif
37,8,1422.8,525.9,2395.0,single,True,0,False,0.049,False,True,non_budding/frame37_cell8.tif
37,9,339.1,529.6,2259.0,single,True,0,False,0.224,False,True,non_budding/frame37_cell9.tif
37,10,565.2,604.8,3216.0,single,True,0,False,0.033,False,True,non_budding/frame37_cell10.tif
37,11,1411.9,633.3,2298.0,single,True,0,False,0.232,False,True,non_budding/frame37_cell11.tif
37,12,1298.5,663.5,2131.0,single,True,0,False,1.138,False,True,non_budding/frame37_cell12.tif
37,13,494.6,794.7,2800.0,single,True,0,False,0.067,False,True,non_budding/frame37_cell13.tif
37,14,836.0,797.3,2307.0,single,True,0,False,0.035,False,True,non_budding/frame37_cell14.tif
37,15,757.4,803.7,3810.0,budding_pair,True,8,True,0.178,True,True,budding/frame37_cell15.tif
37,16,326.7,857.4,2197.0,budding_pair,True,9,True,0.351,True,True,budding/frame37_cell16.tif
37,17,1665.3,845.1,1133.0,single,True,0,False,0.175,False,True,
37,18,1384.7,885.9,3476.0,single,True,0,False,0.033,False,True,non_budding/frame37_cell18.tif
37,19,1103.8,966.3,1893.0,budding_pair,True,8,True,0.279,True,True,budding/frame37_cell19.tif
37,20,820.9,1001.2,1926.0,single,True,0,False,0.442,False,True,non_budding/frame37_cell20.tif
37,21,1449.5,1085.0,2319.0,single,True,0,False,0.198,False,True,non_budding/frame37_cell21.tif
37,22,741.3,1142.2,1911.0,single,True,0,False,0.064,False,True,non_budding/frame37_cell22.tif
37,23,1544.7,1146.6,1546.0,single,True,0,False,0.136,False,True,non_budding/frame37_cell23.tif
37,24,1059.6,1226.0,2620.0,budding_pair,True,7,True,0.449,True,True,
37,25,624.8,1230.4,1373.0,ambiguous,False,0,False,0.263,False,,
38,1,111.1,37.4,2549.0,budding_pair,True,9,True,0.53,True,True,
38,2,1371.7,158.5,2568.0,single,True,0,False,0.198,False,True,non_budding/frame38_cell2.tif
38,3,987.0,190.6,2975.0,budding_pair,True,6,True,0.15,True,True,budding/frame38_cell3.tif
38,4,938.4,273.6,3253.0,single,True,0,False,0.058,False,True,non_budding/frame38_cell4.tif
38,5,1277.0,274.3,3601.0,budding_pair,True,8,True,0.233,True,True,budding/frame38_cell5.tif
38,6,1101.4,290.5,3589.0,ambiguous,False,0,False,0.183,False,,
38,7,170.4,309.8,4186.0,single,True,0,False,0.18,False,True,non_budding/frame38_cell7.tif
38,8,641.1,305.0,3501.0,single,True,0,False,0.042,False,True,non_budding/frame38_cell8.tif
38,9,780.0,305.0,2014.0,single,True,0,False,0.061,False,True,non_budding/frame38_cell9.tif
38,10,499.4,380.7,2098.0,single,True,0,False,0.057,False,True,non_budding/frame38_cell10.tif
38,11,1636.8,385.8,1561.0,single,True,0,False,0.165,False,True,
38,12,338.1,434.8,1535.0,multicell,False,0,False,2.685,False,,
38,13,336.3,433.0,511.0,single,True,0,False,0.405,False,True,non_budding/frame38_cell13.tif
38,14,1662.2,597.0,1548.0,single,True,0,False,0.159,False,True,
